IATA,FR name,EN name,Province,AUTO/MAN,Latitude,Longitude,Elevation,ICAO,WMO,MSC,DST Time Zone / Fuseau horaire été, STD Time Zone / Fuseau horaire heure normale,Data Provider,Data Attribution Notice
537,Duncan College Street_60,Duncan College Street_60,BC,AUTO,48.7861,-123.7173,32,,,BC_ENV-AQ_537,PDT,PST,Government of British Columbia: Ministry of Environment (BC ENV),Data provided by BC ENV. All rights reserved.
1E08P,Azure River,Azure River,BC,AUTO,52.5792,-119.7505,1620,,,BC_ENV-ASW_1E08P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A03P,Barkerville,Barkerville,BC,AUTO,53.0568,-121.4921,1480,,,BC_ENV-ASW_1A03P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2G03P,Blackwall Peak,Blackwall Peak,BC,AUTO,49.094,-120.7726,1940,,,BC_ENV-ASW_2G03P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1C20P,Boss Mtn. Mine,Boss Mtn. Mine,BC,AUTO,52.1067,-120.8676,1460,,,BC_ENV-ASW_1C20P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3C08P,Burnt Bridge Creek,Burnt Bridge Creek,BC,AUTO,52.4808,-126.2478,1330,,,BC_ENV-ASW_3C08P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
4B18P,Cedar-Kiteen,Cedar-Kiteen,BC,AUTO,55.1522,-128.7112,885,,,BC_ENV-ASW_4B18P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1F06P,Celista Mountain,Celista Mountain,BC,AUTO,51.406,-118.9859,1500,,,BC_ENV-ASW_1F06P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1E14P,Cook Creek,Cook Creek,BC,AUTO,52.1678,-119.3036,1280,,,BC_ENV-ASW_1E14P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1D17P,Chilliwack River,Chilliwack River,BC,AUTO,49.0313,-121.7119,1600,,,BC_ENV-ASW_1D17P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A19P,Dome Mountain,Dome Mountain,BC,AUTO,53.6221,-121.0244,1820,,,BC_ENV-ASW_1A19P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1F04P,Enderby,Enderby,BC,AUTO,50.6525,-118.9269,1950,,,BC_ENV-ASW_1F04P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2E07P,Grano Creek,Grano Creek,BC,AUTO,49.5519,-118.6771,1860,,,BC_ENV-ASW_2E07P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2F08P,Greyback Resevoir,Greyback Resevoir,BC,AUTO,49.6158,-119.4224,1550,,,BC_ENV-ASW_2F08P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3B24P,Heather Mtn. Upper,Heather Mtn. Upper,BC,AUTO,48.9439,-124.452,1190,,,BC_ENV-ASW_3B24P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A14P,Hedrick Lake,Hedrick Lake,BC,AUTO,54.1057,-121.0058,1100,,,BC_ENV-ASW_1A14P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3B23P,Jump Creek,Jump Creek,BC,AUTO,48.9695,-124.2762,1160,,,BC_ENV-ASW_3B23P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
4D11P,Kiniskan Lake,Kiniskan Lake,BC,AUTO,57.5787,-130.2627,1020,,,BC_ENV-ASW_4D11P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A15P,Knudsen Lake,Knudsen Lake,BC,AUTO,54.3028,-120.7825,1601,,,BC_ENV-ASW_1A15P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1E10P,Kostal Lake,Kostal Lake,BC,AUTO,52.2037,-120.0322,1770,,,BC_ENV-ASW_1E10P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
4B15P,Lu Lake,Lu Lake,BC,AUTO,54.197,-126.3039,1300,,,BC_ENV-ASW_4B15P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A02P,McBride,McBride,BC,AUTO,53.3078,-120.3173,1580,,,BC_ENV-ASW_1A02P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2F05P,Mission Creek,Mission Creek,BC,AUTO,49.9447,-118.9496,1780,,,BC_ENV-ASW_2F05P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3A24P,Mosley Upper,Mosley Upper,BC,AUTO,51.7762,-124.6219,1650,,,BC_ENV-ASW_3A24P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2C10P,Moyie Mountain,Moyie Mountain,BC,AUTO,49.2513,-115.7738,1930,,,BC_ENV-ASW_2C10P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3B26P,Mount Arrowsmith,Mount Arrowsmith,BC,AUTO,49.207,-124.5668,1465,,,BC_ENV-ASW_3B26P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1E02P,Mount Cook,Mount Cook,BC,AUTO,52.1822,-119.3228,1550,,,BC_ENV-ASW_1E02P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3B25P,North Road Lab,North Road Lab,BC,AUTO,48.4859,-123.4124,35,,,BC_ENV-ASW_3B25P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3A22P,Nostetuko River,Nostetuko River,BC,AUTO,51.2432,-124.4596,1500,,,BC_ENV-ASW_3A22P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1F03P,Park Mountain,Park Mountain,BC,AUTO,50.4496,-118.619,1890,,,BC_ENV-ASW_1F03P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2D14P,Redfish Creek,Redfish Creek,BC,AUTO,49.6901,-117.0864,2104,,,BC_ENV-ASW_2D14P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A17P,Revolution Creek,Revolution Creek,BC,AUTO,53.7842,-120.3752,1690,,,BC_ENV-ASW_1A17P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
4B16P,Shedin Creek,Shedin Creek,BC,AUTO,55.8617,-127.6984,1480,,,BC_ENV-ASW_4B16P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2F10P,Silverstar Mountain,Silverstar Mountain,BC,AUTO,50.3714,-119.0621,1839,,,BC_ENV-ASW_2F10P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1D19P,Spuzzum Creek,Spuzzum Creek,BC,AUTO,49.6606,-121.6589,1180,,,BC_ENV-ASW_1D19P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3A25P,Squamish Upper,Squamish Upper,BC,AUTO,50.1543,-123.4361,1340,,,BC_ENV-ASW_3A25P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1D06P,Tenquille Lake,Tenquille Lake,BC,AUTO,50.5362,-122.9297,1680,,,BC_ENV-ASW_1D06P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
4B17P,Tsai Creek,Tsai Creek,BC,AUTO,54.6459,-127.6743,1360,,,BC_ENV-ASW_4B17P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1C41P,Yanks Peak,Yanks Peak,BC,AUTO,52.8319,-121.3551,1670,,,BC_ENV-ASW_1C41P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
1A01P,Yellowhead Lake,Yellowhead Lake,BC,AUTO,52.9063,-118.5478,1860,,,BC_ENV-ASW_1A01P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
4B12P,Granduc,Granduc,BC,AUTO,56.2467,-130.1661,790,,,BC_ENV-ASW_4B12P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
2F01AP,Trout Creek West,Trout Creek West,BC,AUTO,49.74017,-120.1891,1420,,,BC_ENV-ASW_2F01AP,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
3A28P,Tetrahedron,Tetrahedron,BC,AUTO,49.5978,-123.6049,1420,,,BC_ENV-ASW_3A28P,PDT,PST,"Government of British Columbia, Ministry of Environment (BC-ENV)","Observational data provided by the Government of British Columbia, Ministry of Environment. All rights reserved."
11091,BRANDWYINE,BRANDWYINE,BC,AUTO,50.05417,-123.11806,496,,,BC_TRAN_11091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
11092,TANTALUS,TANTALUS,BC,AUTO,49.84347,-123.14339,320,,,BC_TRAN_11092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
11121,MT. STRACHAN PRECIP ,MT. STRACHAN PRECIP ,BC,AUTO,49.40431,-123.19144,1220,,,BC_TRAN_11121,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
11122,MT. STRACHAN,MT. STRACHAN,BC,AUTO,49.41003,-123.19636,1420,,,BC_TRAN_11122,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
11125,DEEKS PEAK,DEEKS PEAK,BC,AUTO,49.53414,-123.21833,1280,,,BC_TRAN_11125,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
11128,PORTEAU COVE,PORTEAU COVE,BC,AUTO,49.54671,-123.23985,65,,,BC_TRAN_11128,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
11191,EAGLE RIDGE,EAGLE RIDGE,BC,AUTO,49.37186,-123.26969,140,,,BC_TRAN_11191,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
14094,RICEMILL ROAD,RICEMILL ROAD,BC,AUTO,49.12671,-123.07947,5,,,BC_TRAN_14094,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
14095,ALEX FRASER BRIDGE,ALEX FRASER BRIDGE,BC,AUTO,49.16003,-122.94308,60,,,BC_TRAN_14095,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
14096,ALEX FRASER TOP,ALEX FRASER TOP,BC,AUTO,49.16187,-122.94392,130,,,BC_TRAN_14096,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
14097,ALEX FRASER CROSS BEAM,ALEX FRASER CROSS BEAM,BC,AUTO,49.1618,-122.94391,80,,,BC_TRAN_14097,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
14098,ANNACIS ISLAND,ANNACIS ISLAND,BC,AUTO,49.17153,-122.9516,4,,,BC_TRAN_14098,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
15092,BRADNER ROAD,BRADNER ROAD,BC,AUTO,49.07556,-122.42528,110,,,BC_TRAN_15092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
15093,NICOLUM CREEK,NICOLUM CREEK,BC,AUTO,49.3629,-121.35638,244,,,BC_TRAN_15093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
15122,HELLS GATE ROADSIDE,HELLS GATE ROADSIDE,BC,AUTO,49.75703,-121.41803,280,,,BC_TRAN_15122,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
15124,JACKASS,JACKASS,BC,AUTO,50.07611,-121.5475,350,,,BC_TRAN_15124,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
15321,FOUNDATION MINES,FOUNDATION MINES,BC,AUTO,49.23,-121.08417,1650,,,BC_TRAN_15321,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
15392,ALLISON PASS,ALLISON PASS,BC,AUTO,49.11564,-120.86744,1340,,,BC_TRAN_15392,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
21091,WALLOPER,WALLOPER,BC,AUTO,50.52897,-120.47988,1327,,,BC_TRAN_21091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
21123,BARRIERE,BARRIERE,BC,AUTO,51.11271,-120.13582,390,,,BC_TRAN_21123,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
22095,Annis Pit,Annis Pit,BC,AUTO,50.78958,-119.07934,420,,,BC_TRAN_22095,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
22096,MALAKWA,MALAKWA,BC,AUTO,50.93416,-118.78866,335,,,BC_TRAN_22096,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
22123,SQUILAX,SQUILAX,BC,AUTO,50.87278,-119.57111,366,,,BC_TRAN_22123,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
23097,KALAMALKA LOOKOUT,KALAMALKA LOOKOUT,BC,AUTO,50.2112,-119.30607,570,,,BC_TRAN_23097,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
24093,Bromley Rock,Bromley Rock,BC,AUTO,49.40616,-120.26299,565,,,BC_TRAN_24093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
24126,APEX ROADSIDE,APEX ROADSIDE,BC,AUTO,49.39693,-119.9008,1875,,,BC_TRAN_24126,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
24225,RED BLUFFS,RED BLUFFS,BC,AUTO,49.47619,-120.62431,830,,,BC_TRAN_24225,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25092,HELMER LK,HELMER LK,BC,AUTO,50.32083,-120.63661,1385,,,BC_TRAN_25092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25093,LARSON HILL,LARSON HILL,BC,AUTO,49.83111,-120.935,1060,,,BC_TRAN_25093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25094,Desmond Hill,Desmond Hill,BC,AUTO,50.43999,-120.5987,1300,,,BC_TRAN_25094,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25095,Comstock,Comstock,BC,AUTO,50.01749,-120.83608,945,,,BC_TRAN_25095,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25221,COQUIHALLA SUMMIT,COQUIHALLA SUMMIT,BC,AUTO,49.5941,-121.09948,1230,,,BC_TRAN_25221,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25225,GREAT BEAR,GREAT BEAR,BC,AUTO,49.59582,-121.17805,1710,,,BC_TRAN_25225,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
25229,LITTLE BEAR,LITTLE BEAR,BC,AUTO,49.59924,-121.17801,1660,,,BC_TRAN_25229,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
26124,BLUENOSE,BLUENOSE,BC,AUTO,50.81386,-122.18831,1070,,,BC_TRAN_26124,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
26125,Gold Bridge,Gold Bridge,BC,AUTO,50.85442,-122.83625,685,,,BC_TRAN_26125,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
26221,BLOWDOWN PEAK,BLOWDOWN PEAK,BC,AUTO,50.40694,-122.25556,2320,,,BC_TRAN_26221,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
26222,BLOWDOWN MID,BLOWDOWN MID,BC,AUTO,50.40222,-122.26472,1890,,,BC_TRAN_26222,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
26224,CAYOOSH SUMMIT,CAYOOSH SUMMIT,BC,AUTO,50.37978,-122.47403,1350,,,BC_TRAN_26224,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
26501,FOUNTAIN SLIDE,FOUNTAIN SLIDE,BC,AUTO,50.74,-121.86167,378,,,BC_TRAN_26501,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
28093,BEGBIE SUMMIT,BEGBIE SUMMIT,BC,AUTO,51.47611,-121.37083,1127,,,BC_TRAN_28093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
29092,PENNASK SUMMIT,PENNASK SUMMIT,BC,AUTO,49.90672,-120.01336,1700,,,BC_TRAN_29092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
29093,Pothole Lake,Pothole Lake,BC,AUTO,49.93951,-120.54637,1045,,,BC_TRAN_29093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
29094,Brenda Mine,Brenda Mine,BC,AUTO,49.86973,-119.93686,1270,,,BC_TRAN_29094,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
31091,HALL CREEK,HALL CREEK,BC,AUTO,49.37333,-117.2425,860,,,BC_TRAN_31091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
31092,BEASLEY BLUFFS,BEASLEY BLUFFS,BC,AUTO,49.48772,-117.41986,580,,,BC_TRAN_31092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
31321,SOUTHRIDGE,SOUTHRIDGE,BC,AUTO,49.41778,-117.16111,1990,,,BC_TRAN_31321,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
32091,MEADOWS JUNCTION,MEADOWS JUNCTION,BC,AUTO,49.18708,-117.44001,700,,,BC_TRAN_32091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
32221,STRAWBERRY PASS,STRAWBERRY PASS,BC,AUTO,49.20444,-117.89664,1575,,,BC_TRAN_32221,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
33093,ANARCHIST SUMMIT,ANARCHIST SUMMIT,BC,AUTO,49.0052,-119.31458,1097,,,BC_TRAN_33093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
33099,MCCULLOCH,MCCULLOCH,BC,AUTO,49.75778,-119.12639,1200,,,BC_TRAN_33099,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
33121,BLUEBERRY,BLUEBERRY,BC,AUTO,49.15997,-118.10936,1570,,,BC_TRAN_33121,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
33122,PAULSON SUMMIT,PAULSON SUMMIT,BC,AUTO,49.24368,-118.05205,1535,,,BC_TRAN_33122,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34091,MONASHEE PASS,MONASHEE PASS,BC,AUTO,50.05055,-118.39633,1223,,,BC_TRAN_34091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34126,FISH LAKE,FISH LAKE,BC,AUTO,50.04631,-117.17914,1080,,,BC_TRAN_34126,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34127,DARDANELLE RIDGE,DARDANELLE RIDGE,BC,AUTO,50.0223,-117.18099,2200,,,BC_TRAN_34127,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34128,LONDON RIDGE LOW,LONDON RIDGE LOW,BC,AUTO,50.04589,-117.23481,2070,,,BC_TRAN_34128,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34224,LARDEAU,LARDEAU,BC,AUTO,50.15417,-116.9675,1095,,,BC_TRAN_34224,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34225,LARDEAU HIGH,LARDEAU HIGH,BC,AUTO,50.24889,-117.08028,2518,,,BC_TRAN_34225,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34621,COFFEE CREEK,COFFEE CREEK,BC,AUTO,49.71441,-116.90724,610,,,BC_TRAN_34621,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
34791,SUMMIT LAKE,SUMMIT LAKE,BC,AUTO,50.1475,-117.5925,780,,,BC_TRAN_34791,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
35091,CANAL FLATS,CANAL FLATS,BC,AUTO,49.99431,-115.76109,870,,,BC_TRAN_35091,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
35092,MOYIE,MOYIE,BC,AUTO,49.32611,-115.82889,975,,,BC_TRAN_35092,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
35093,Kimberley,Kimberley,BC,AUTO,49.66115,-115.96779,1035,,,BC_TRAN_35093,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
35094,IRISHMAN,IRISHMAN,BC,AUTO,49.17203,-116.00877,910,,,BC_TRAN_35094,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
36124,MORRISSEY,MORRISSEY,BC,AUTO,49.39,-115.02306,960,,,BC_TRAN_36124,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
36191,LINE CREEK,LINE CREEK,BC,AUTO,49.88374,-114.8905,1246,,,BC_TRAN_36191,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
36192,CROWSNEST,CROWSNEST,BC,AUTO,49.65019,-114.71286,1353,,,BC_TRAN_36192,PDT,PST,Government of British Columbia: Ministry of Transportation and Infrastructure (BC-TRAN),Observational data provided by BC-TRAN. All rights reserved.
